CompoundCode,CompoundSMILES,CompoundConcentration,LibraryPlate,CrystalName,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,has_syndirella_name,base_name,crystal_hit,CAR,KD,KD_sd,KD_sem,kd_off_rate,kd_off_rate_sd,kd_off_rate1,kd_off_rate2,hit1,hit2,chainA_exp_predicted_RMSD,chainB_exp_predicted_RMSD,v2_chainA_exp_predicted_RMSD,v2_chainB_exp_predicted_RMSD
CSSS00121613715-x0071-0B-x0119-2B-frag-1,Cc1ccc2cc(C(=O)N3CCN(C4c5ccccc5-c5ccccc54)CC3)sc2c1,9,NCS1-am-batch-1,NCS1-x1031,OK: No comment:No comment,success,2.169,3 - In Refinement,True,Ric8inhibitor-3,False,True,,,,,,,,x0071-0B,x0119-2B,,,,
Ric8inhib-1-frag-placed-73,C#Cc1cc(NC(=O)c2cc(S(=O)(=O)N(C)C)oc2C)ccc1F,9,NCS1-am-batch-1,NCS1-x1032,OK: No comment:No comment,success,2.152,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-373,CC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N(C)C)oc2C)ccc1F,9,NCS1-am-batch-1,NCS1-x1033,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-246,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N(c1ccc(F)cc1)C(C)C,9,NCS1-am-batch-1,NCS1-x1035,OK: No comment:No comment,success,1.655,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-614,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1OC(C)C,9,NCS1-am-batch-1,NCS1-x1036,OK: No comment:No comment,Failed - low resolution,7.87,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1004,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c([N+](=O)[O-])ccc(F)c1C,9,NCS1-am-batch-1,NCS1-x1037,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-173,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(C)c1F,9,NCS1-am-batch-1,NCS1-x1038,OK: No comment:No comment,success,1.872,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-391,Cc1cc(F)c(C#N)cc1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1040,OK: No comment:No comment,success,1.762,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-114,Cc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1041,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-615,Cc1cc(F)cc([N+](=O)[O-])c1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1042,OK: No comment:No comment,success,3.05,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-36,Cc1cc(F)cc(Cl)c1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1043,OK: No comment:No comment,success,1.779,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-148,Cc1cc(F)cc(N)c1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1044,OK: No comment:No comment,success,2.748,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-368,Cc1cc(F)cc(NC(=O)c2cc(S(=O)(=O)N(C)C)oc2C)c1N,9,NCS1-am-batch-1,NCS1-x1045,OK: No comment:No comment,Failed - low resolution,3.599,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-54,Cc1cc(F)ccc1N(N)C(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1046,OK: No comment:No comment,success,2.031,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-139,Cc1cc(NC(=O)c2cc(S(=O)(=O)N(C)C)oc2C)c(Br)cc1F,9,NCS1-am-batch-1,NCS1-x1047,OK: No comment:No comment,success,3.18,7 - Analysed & Rejected,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-262,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N1c2ccc(F)cc2CC1C,9,NCS1-am-batch-1,NCS1-x1049,OK: No comment:No comment,Failed - low resolution,5.25,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-56,CCc1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1050,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1142,CCOC(=O)c1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1051,OK: No comment:No comment,Failed - low resolution,3.71,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1113,CCOC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N(C)C)oc2C)ccc1F,9,NCS1-am-batch-1,NCS1-x1052,OK: No comment:No comment,success,1.595,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-634,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N(C)c1cc(F)cc(Br)c1N,9,NCS1-am-batch-1,NCS1-x1053,OK: No comment:No comment,success,2.99,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-295,CNc1cc(F)cc(Br)c1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1054,OK: No comment:No comment,success,2.775,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-75,Cc1cc(N(C)C(=O)c2cc(S(=O)(=O)N(C)C)oc2C)ccc1F,9,NCS1-am-batch-1,NCS1-x1055,OK: No comment:No comment,success,2.608,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-20,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N(C)c1ccc(F)cc1,9,NCS1-am-batch-1,NCS1-x1056,OK: No comment:No comment,success,2.159,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-367,CNc1ccc(F)cc1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1057,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1122,COC(=O)c1cc(F)c(F)cc1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1058,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1402,COc1cc([N+](=O)[O-])c(NC(=O)c2cc(S(=O)(=O)N(C)C)oc2C)cc1F,9,NCS1-am-batch-1,NCS1-x1059,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1074,COc1cc(F)c([N+](=O)[O-])cc1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1060,OK: No comment:No comment,success,1.843,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-380,COc1cc(F)c(Br)cc1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1061,OK: No comment:No comment,success,1.897,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-326,COc1cc(F)cc(Br)c1NC(=O)c1cc(S(=O)(=O)N(C)C)oc1C,9,NCS1-am-batch-1,NCS1-x1062,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1911,COc1cc(NNC(=O)c2cc(S(=O)(=O)N(C)C)oc2C)ccc1F,9,NCS1-am-batch-1,NCS1-x1063,OK: No comment:No comment,Failed - low resolution,5.79,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-427,COc1cc(N(N)C(=O)c2cc(S(=O)(=O)N(C)C)oc2C)ccc1F,9,NCS1-am-batch-1,NCS1-x1064,OK: No comment:No comment,success,4.1,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-259,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N1CCc2cc(F)c(F)cc21,9,NCS1-am-batch-1,NCS1-x1065,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-339,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N1CCCc2cc(F)ccc21,9,NCS1-am-batch-1,NCS1-x1066,OK: No comment:No comment,success,2.753,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-67,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N1CCc2cc(F)ccc21,9,NCS1-am-batch-1,NCS1-x1067,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-260,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N1CCOc2cc(F)ccc21,9,NCS1-am-batch-1,NCS1-x1068,OK: No comment:No comment,success,2.722,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-625,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(Br)cc(F)c(C#N)c1F,9,NCS1-am-batch-1,NCS1-x1069,OK: No comment:No comment,success,2.53,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-382,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(Br)cc(F)cc1C#N,9,NCS1-am-batch-1,NCS1-x1070,OK: No comment:No comment,success,2.64,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-408,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(F)cc(F)cc1C#N,9,NCS1-am-batch-1,NCS1-x1071,OK: No comment:No comment,success,2.96,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-152,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1C#N,9,NCS1-am-batch-1,NCS1-x1072,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-400,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)c(F)c(C#N)c1,9,NCS1-am-batch-1,NCS1-x1073,OK: No comment:No comment,success,1.621,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-372,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(C(N)=O)c1,9,NCS1-am-batch-1,NCS1-x1074,OK: No comment:No comment,success,2.536,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-624,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(N)c(Br)cc(F)c1Br,9,NCS1-am-batch-1,NCS1-x1075,OK: No comment:No comment,success,1.961,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-247,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(Br)cc(F)c(Cl)c1Br,9,NCS1-am-batch-1,NCS1-x1076,OK: No comment:No comment,success,1.776,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1135,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(Cl)cc(F)c(Br)c1C(=O)O,9,NCS1-am-batch-1,NCS1-x1078,OK: No comment:No comment,success,1.937,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1124,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(F)cc(F)c(F)c1[N+](=O)[O-],9,NCS1-am-batch-1,NCS1-x1079,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-243,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(F)cc(F)c(F)c1Br,9,NCS1-am-batch-1,NCS1-x1080,OK: No comment:No comment,success,2.195,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-333,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(F)cc(F)c(F)c1F,9,NCS1-am-batch-1,NCS1-x1081,OK: No comment:No comment,success,1.897,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-394,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(F)cc(F)c(F)c1I,9,NCS1-am-batch-1,NCS1-x1082,OK: No comment:No comment,success,2.39,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-138,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(F)cc(F)cc1Cl,9,NCS1-am-batch-1,NCS1-x1083,OK: No comment:No comment,success,1.72,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-53,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(F)cc(F)cc1I,9,NCS1-am-batch-1,NCS1-x1084,OK: No comment:No comment,success,1.723,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-599,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc([N+](=O)[O-])ccc1F,9,NCS1-am-batch-1,NCS1-x1085,OK: No comment:No comment,success,1.59,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-623,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(Br)c(F)cc1C(=O)O,9,NCS1-am-batch-1,NCS1-x1086,OK: No comment:No comment,success,1.73,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1114,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(C(F)(F)F)c(F)cc1F,9,NCS1-am-batch-1,NCS1-x1087,OK: No comment:No comment,success,1.523,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-86,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(Cl)c(F)c(Cl)c1,9,NCS1-am-batch-1,NCS1-x1088,OK: No comment:No comment,success,1.731,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-72,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(Cl)c(F)cc1Br,9,NCS1-am-batch-1,NCS1-x1089,OK: No comment:No comment,success,1.738,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-106,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(Cl)c(F)cc1Cl,9,NCS1-am-batch-1,NCS1-x1090,OK: No comment:No comment,success,1.624,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1115,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)c(F)c(C(=O)O)c1F,9,NCS1-am-batch-1,NCS1-x1091,OK: No comment:No comment,success,1.954,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-417,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)c(F)c(F)c1Br,9,NCS1-am-batch-1,NCS1-x1092,OK: No comment:No comment,success,1.609,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-358,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)c(F)c(F)c1N,9,NCS1-am-batch-1,NCS1-x1093,OK: No comment:No comment,success,1.626,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-595,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(F)c(N)cc(F)c1F,9,NCS1-am-batch-1,NCS1-x1094,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-354,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)c(F)c(N)c1F,9,NCS1-am-batch-1,NCS1-x1095,OK: No comment:No comment,success,1.818,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-142,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)c(F)cc1Br,9,NCS1-am-batch-1,NCS1-x1096,OK: No comment:No comment,success,2.47,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-616,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)c(F)cc1C(=O)O,9,NCS1-am-batch-1,NCS1-x1097,OK: No comment:No comment,success,1.756,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-162,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)c(F)cc1N,9,NCS1-am-batch-1,NCS1-x1098,OK: No comment:No comment,success,1.855,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-116,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)c(F)cc1O,9,NCS1-am-batch-1,NCS1-x1099,OK: No comment:No comment,success,1.847,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-377,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(F)cc(Cl)c1N,9,NCS1-am-batch-1,NCS1-x1101,OK: No comment:No comment,success,1.787,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-177,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(N)cc(F)cc1F,9,NCS1-am-batch-1,NCS1-x1103,OK: No comment:No comment,success,1.886,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-65,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(N)c(F)cc1Br,9,NCS1-am-batch-1,NCS1-x1104,OK: No comment:No comment,success,2.111,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-387,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(N)c(Br)cc1F,9,NCS1-am-batch-1,NCS1-x1105,OK: No comment:No comment,success,3.288,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-175,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1cc(O)c(F)cc1F,9,NCS1-am-batch-1,NCS1-x1106,OK: No comment:No comment,success,1.662,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-4,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(Br)c1,9,NCS1-am-batch-1,NCS1-x1107,OK: No comment:No comment,success,1.795,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-29,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(Br)c1F,9,NCS1-am-batch-1,NCS1-x1108,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-376,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(N)ccc(F)c1Br,9,NCS1-am-batch-1,NCS1-x1109,OK: No comment:No comment,Failed - low resolution,3.861,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-245,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(C(F)F)c1,9,NCS1-am-batch-1,NCS1-x1110,OK: No comment:No comment,success,1.674,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-257,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(C2CC2)c1,9,NCS1-am-batch-1,NCS1-x1111,OK: No comment:No comment,success,2.823,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-118,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(Cl)c1F,9,NCS1-am-batch-1,NCS1-x1112,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-16,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(F)c1,9,NCS1-am-batch-1,NCS1-x1113,OK: No comment:No comment,success,1.21,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-140,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(F)c1F,9,NCS1-am-batch-1,NCS1-x1114,OK: No comment:No comment,success,1.768,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-378,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(N)ccc(F)c1F,9,NCS1-am-batch-1,NCS1-x1115,OK: No comment:No comment,success,3.39,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-174,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(F)c1O,9,NCS1-am-batch-1,NCS1-x1116,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-12,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(I)c1,9,NCS1-am-batch-1,NCS1-x1117,OK: No comment:No comment,success,6.73,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-159,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(I)c1F,9,NCS1-am-batch-1,NCS1-x1118,OK: No comment:No comment,success,2.112,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-19,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(N)c1,9,NCS1-am-batch-1,NCS1-x1119,OK: No comment:No comment,success,1.78,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-17,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(O)c1,9,NCS1-am-batch-1,NCS1-x1120,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
